Orthogroup	agresttis	amborella	aratha	azolla	ceratopteris	chara	gnetum	klebsormidium	marchantia	mesotaenium	oryza	physcomitrella	plambertiana	populus	salvinia	selaginella	sequoia	spirogloea	vitis	volvox	zmays
OG0085236															Sacu_v1.1_s0065.g016042						
OG0085237															Sacu_v1.1_s0065.g016044						
OG0085238															Sacu_v1.1_s0065.g016046						
OG0085239															Sacu_v1.1_s0065.g016063						
OG0085240															Sacu_v1.1_s0066.g016072						
OG0085241															Sacu_v1.1_s0066.g016083						
OG0085242															Sacu_v1.1_s0066.g016093						
OG0085243															Sacu_v1.1_s0066.g016103						
OG0085244															Sacu_v1.1_s0066.g016109						
OG0085245															Sacu_v1.1_s0066.g016115						
OG0085246															Sacu_v1.1_s0066.g016122						
OG0085247															Sacu_v1.1_s0066.g016127						
OG0085248															Sacu_v1.1_s0066.g016131						
OG0085249															Sacu_v1.1_s0066.g016148						
OG0085250															Sacu_v1.1_s0066.g016157						
OG0085251															Sacu_v1.1_s0066.g016166						
OG0085252															Sacu_v1.1_s0066.g016168						
OG0085253															Sacu_v1.1_s0066.g016169						
OG0085254															Sacu_v1.1_s0066.g016194						
OG0085255															Sacu_v1.1_s0067.g016219						
OG0085256															Sacu_v1.1_s0067.g016223						
OG0085257															Sacu_v1.1_s0067.g016229						
OG0085258															Sacu_v1.1_s0067.g016254						
OG0085259															Sacu_v1.1_s0067.g016257						
OG0085260															Sacu_v1.1_s0067.g016269						
OG0085261															Sacu_v1.1_s0067.g016273						
OG0085262															Sacu_v1.1_s0067.g016276						
OG0085263															Sacu_v1.1_s0067.g016289						
OG0085264															Sacu_v1.1_s0067.g016291						
OG0085265															Sacu_v1.1_s0067.g016315						
OG0085266															Sacu_v1.1_s0067.g016324						
OG0085267															Sacu_v1.1_s0067.g016328						
OG0085268															Sacu_v1.1_s0067.g016329						
OG0085269															Sacu_v1.1_s0068.g016346						
OG0085270															Sacu_v1.1_s0068.g016353						
OG0085271															Sacu_v1.1_s0068.g016365						
OG0085272															Sacu_v1.1_s0068.g016374						
OG0085273															Sacu_v1.1_s0068.g016379						
OG0085274															Sacu_v1.1_s0068.g016382						
OG0085275															Sacu_v1.1_s0068.g016400						
OG0085276															Sacu_v1.1_s0068.g016424						
OG0085277															Sacu_v1.1_s0068.g016436						
OG0085278															Sacu_v1.1_s0068.g016450						
OG0085279															Sacu_v1.1_s0068.g016453						
OG0085280															Sacu_v1.1_s0068.g016456						
OG0085281															Sacu_v1.1_s0068.g016458						
OG0085282															Sacu_v1.1_s0069.g016493						
OG0085283															Sacu_v1.1_s0069.g016522						
OG0085284															Sacu_v1.1_s0069.g016526						
OG0085285															Sacu_v1.1_s0069.g016529						
OG0085286															Sacu_v1.1_s0069.g016555						
OG0085287															Sacu_v1.1_s0069.g016562						
OG0085288															Sacu_v1.1_s0069.g016563						
OG0085289															Sacu_v1.1_s0069.g016564						
OG0085290															Sacu_v1.1_s0069.g016588						
OG0085291															Sacu_v1.1_s0069.g016597						
OG0085292															Sacu_v1.1_s0069.g016604						
OG0085293															Sacu_v1.1_s0070.g016635						
OG0085294															Sacu_v1.1_s0070.g016637						
OG0085295															Sacu_v1.1_s0070.g016640						
OG0085296															Sacu_v1.1_s0070.g016641						
OG0085297															Sacu_v1.1_s0070.g016644						
OG0085298															Sacu_v1.1_s0070.g016683						
OG0085299															Sacu_v1.1_s0070.g016696						
OG0085300															Sacu_v1.1_s0070.g016714						
OG0085301															Sacu_v1.1_s0070.g016723						
OG0085302															Sacu_v1.1_s0070.g016724						
OG0085303															Sacu_v1.1_s0070.g016733						
OG0085304															Sacu_v1.1_s0070.g016747						
OG0085305															Sacu_v1.1_s0070.g016748						
OG0085306															Sacu_v1.1_s0070.g016773						
OG0085307															Sacu_v1.1_s0071.g016780						
OG0085308															Sacu_v1.1_s0071.g016797						
OG0085309															Sacu_v1.1_s0071.g016804						
OG0085310															Sacu_v1.1_s0071.g016822						
OG0085311															Sacu_v1.1_s0071.g016833						
OG0085312															Sacu_v1.1_s0071.g016834						
OG0085313															Sacu_v1.1_s0071.g016836						
OG0085314															Sacu_v1.1_s0071.g016841						
OG0085315															Sacu_v1.1_s0071.g016848						
OG0085316															Sacu_v1.1_s0071.g016853						
OG0085317															Sacu_v1.1_s0071.g016856						
OG0085318															Sacu_v1.1_s0071.g016861						
OG0085319															Sacu_v1.1_s0071.g016862						
OG0085320															Sacu_v1.1_s0071.g016895						
OG0085321															Sacu_v1.1_s0072.g016900						
OG0085322															Sacu_v1.1_s0072.g016911						
OG0085323															Sacu_v1.1_s0072.g016924						
OG0085324															Sacu_v1.1_s0072.g016926						
OG0085325															Sacu_v1.1_s0072.g016946						
OG0085326															Sacu_v1.1_s0072.g016947						
OG0085327															Sacu_v1.1_s0072.g016953						
OG0085328															Sacu_v1.1_s0072.g016960						
OG0085329															Sacu_v1.1_s0072.g016967						
OG0085330															Sacu_v1.1_s0072.g016971						
OG0085331															Sacu_v1.1_s0072.g016975						
OG0085332															Sacu_v1.1_s0072.g016976						
OG0085333															Sacu_v1.1_s0072.g016980						
OG0085334															Sacu_v1.1_s0072.g016997						
OG0085335															Sacu_v1.1_s0072.g016998						
OG0085336															Sacu_v1.1_s0073.g017020						
OG0085337															Sacu_v1.1_s0073.g017024						
OG0085338															Sacu_v1.1_s0073.g017039						
OG0085339															Sacu_v1.1_s0073.g017097						
OG0085340															Sacu_v1.1_s0073.g017120						
OG0085341															Sacu_v1.1_s0073.g017127						
OG0085342															Sacu_v1.1_s0074.g017195						
OG0085343															Sacu_v1.1_s0074.g017196						
OG0085344															Sacu_v1.1_s0074.g017199						
OG0085345															Sacu_v1.1_s0074.g017200						
OG0085346															Sacu_v1.1_s0074.g017202						
OG0085347															Sacu_v1.1_s0074.g017216						
OG0085348															Sacu_v1.1_s0074.g017221						
OG0085349															Sacu_v1.1_s0074.g017229						
OG0085350															Sacu_v1.1_s0074.g017237						
OG0085351															Sacu_v1.1_s0074.g017249						
OG0085352															Sacu_v1.1_s0074.g017250						
OG0085353															Sacu_v1.1_s0074.g017256						
OG0085354															Sacu_v1.1_s0074.g017280						
OG0085355															Sacu_v1.1_s0074.g017283						
OG0085356															Sacu_v1.1_s0074.g017288						
OG0085357															Sacu_v1.1_s0074.g017291						
OG0085358															Sacu_v1.1_s0074.g017292						
OG0085359															Sacu_v1.1_s0074.g017293						
OG0085360															Sacu_v1.1_s0074.g017294						
OG0085361															Sacu_v1.1_s0074.g017299						
OG0085362															Sacu_v1.1_s0074.g017301						
OG0085363															Sacu_v1.1_s0074.g017309						
OG0085364															Sacu_v1.1_s0074.g017311						
OG0085365															Sacu_v1.1_s0074.g017322						
OG0085366															Sacu_v1.1_s0075.g017363						
OG0085367															Sacu_v1.1_s0075.g017371						
OG0085368															Sacu_v1.1_s0075.g017402						
OG0085369															Sacu_v1.1_s0075.g017404						
OG0085370															Sacu_v1.1_s0075.g017410						
OG0085371															Sacu_v1.1_s0075.g017411						
OG0085372															Sacu_v1.1_s0076.g017450						
OG0085373															Sacu_v1.1_s0076.g017456						
OG0085374															Sacu_v1.1_s0076.g017458						
OG0085375															Sacu_v1.1_s0076.g017464						
OG0085376															Sacu_v1.1_s0076.g017484						
OG0085377															Sacu_v1.1_s0076.g017485						
OG0085378															Sacu_v1.1_s0076.g017492						
OG0085379															Sacu_v1.1_s0076.g017508						
OG0085380															Sacu_v1.1_s0076.g017511						
OG0085381															Sacu_v1.1_s0076.g017528						
OG0085382															Sacu_v1.1_s0076.g017530						
OG0085383															Sacu_v1.1_s0076.g017533						
OG0085384															Sacu_v1.1_s0076.g017541						
OG0085385															Sacu_v1.1_s0076.g017542						
OG0085386															Sacu_v1.1_s0077.g017609						
OG0085387															Sacu_v1.1_s0077.g017642						
OG0085388															Sacu_v1.1_s0077.g017643						
OG0085389															Sacu_v1.1_s0077.g017648						
OG0085390															Sacu_v1.1_s0077.g017669						
OG0085391															Sacu_v1.1_s0078.g017688						
OG0085392															Sacu_v1.1_s0078.g017722						
OG0085393															Sacu_v1.1_s0079.g017748						
OG0085394															Sacu_v1.1_s0079.g017749						
OG0085395															Sacu_v1.1_s0079.g017764						
OG0085396															Sacu_v1.1_s0079.g017780						
OG0085397															Sacu_v1.1_s0079.g017782						
OG0085398															Sacu_v1.1_s0079.g017783						
OG0085399															Sacu_v1.1_s0079.g017822						
OG0085400															Sacu_v1.1_s0079.g017830						
OG0085401															Sacu_v1.1_s0079.g017839						
OG0085402															Sacu_v1.1_s0080.g017850						
OG0085403															Sacu_v1.1_s0080.g017864						
OG0085404															Sacu_v1.1_s0080.g017871						
OG0085405															Sacu_v1.1_s0080.g017879						
OG0085406															Sacu_v1.1_s0080.g017893						
OG0085407															Sacu_v1.1_s0080.g017916						
OG0085408															Sacu_v1.1_s0080.g017921						
OG0085409															Sacu_v1.1_s0080.g017947						
OG0085410															Sacu_v1.1_s0080.g017969						
OG0085411															Sacu_v1.1_s0080.g017972						
OG0085412															Sacu_v1.1_s0080.g017973						
OG0085413															Sacu_v1.1_s0080.g017979						
OG0085414															Sacu_v1.1_s0081.g017984						
OG0085415															Sacu_v1.1_s0081.g017987						
OG0085416															Sacu_v1.1_s0081.g017990						
OG0085417															Sacu_v1.1_s0081.g018009						
OG0085418															Sacu_v1.1_s0081.g018010						
OG0085419															Sacu_v1.1_s0081.g018011						
OG0085420															Sacu_v1.1_s0081.g018012						
OG0085421															Sacu_v1.1_s0081.g018013						
OG0085422															Sacu_v1.1_s0082.g018072						
OG0085423															Sacu_v1.1_s0082.g018075						
OG0085424															Sacu_v1.1_s0082.g018085						
OG0085425															Sacu_v1.1_s0082.g018090						
OG0085426															Sacu_v1.1_s0082.g018092						
OG0085427															Sacu_v1.1_s0082.g018115						
OG0085428															Sacu_v1.1_s0082.g018117						
OG0085429															Sacu_v1.1_s0082.g018123						
OG0085430															Sacu_v1.1_s0082.g018125						
OG0085431															Sacu_v1.1_s0083.g018166						
OG0085432															Sacu_v1.1_s0084.g018202						
OG0085433															Sacu_v1.1_s0084.g018206						
OG0085434															Sacu_v1.1_s0084.g018218						
OG0085435															Sacu_v1.1_s0084.g018221						
OG0085436															Sacu_v1.1_s0084.g018224						
OG0085437															Sacu_v1.1_s0084.g018253						
OG0085438															Sacu_v1.1_s0084.g018261						
OG0085439															Sacu_v1.1_s0084.g018271						
OG0085440															Sacu_v1.1_s0084.g018277						
OG0085441															Sacu_v1.1_s0084.g018282						
OG0085442															Sacu_v1.1_s0085.g018307						
OG0085443															Sacu_v1.1_s0085.g018318						
OG0085444															Sacu_v1.1_s0085.g018333						
OG0085445															Sacu_v1.1_s0085.g018358						
OG0085446															Sacu_v1.1_s0085.g018360						
OG0085447															Sacu_v1.1_s0085.g018376						
OG0085448															Sacu_v1.1_s0086.g018382						
OG0085449															Sacu_v1.1_s0086.g018409						
OG0085450															Sacu_v1.1_s0086.g018423						
OG0085451															Sacu_v1.1_s0087.g018453						
OG0085452															Sacu_v1.1_s0087.g018456						
OG0085453															Sacu_v1.1_s0087.g018462						
OG0085454															Sacu_v1.1_s0087.g018466						
OG0085455															Sacu_v1.1_s0087.g018475						
OG0085456															Sacu_v1.1_s0087.g018476						
OG0085457															Sacu_v1.1_s0087.g018479						
OG0085458															Sacu_v1.1_s0087.g018486						
OG0085459															Sacu_v1.1_s0087.g018489						
OG0085460															Sacu_v1.1_s0087.g018502						
OG0085461															Sacu_v1.1_s0087.g018511						
OG0085462															Sacu_v1.1_s0087.g018524						
OG0085463															Sacu_v1.1_s0088.g018544						
OG0085464															Sacu_v1.1_s0088.g018546						
OG0085465															Sacu_v1.1_s0088.g018562						
OG0085466															Sacu_v1.1_s0088.g018572						
OG0085467															Sacu_v1.1_s0088.g018586						
OG0085468															Sacu_v1.1_s0088.g018587						
OG0085469															Sacu_v1.1_s0088.g018595						
OG0085470															Sacu_v1.1_s0088.g018618						
OG0085471															Sacu_v1.1_s0089.g018628						
OG0085472															Sacu_v1.1_s0089.g018629						
OG0085473															Sacu_v1.1_s0089.g018638						
OG0085474															Sacu_v1.1_s0089.g018652						
OG0085475															Sacu_v1.1_s0089.g018658						
OG0085476															Sacu_v1.1_s0089.g018660						
OG0085477															Sacu_v1.1_s0090.g018733						
OG0085478															Sacu_v1.1_s0090.g018744						
OG0085479															Sacu_v1.1_s0090.g018747						
OG0085480															Sacu_v1.1_s0090.g018748						
OG0085481															Sacu_v1.1_s0091.g018772						
OG0085482															Sacu_v1.1_s0091.g018774						
OG0085483															Sacu_v1.1_s0091.g018800						
OG0085484															Sacu_v1.1_s0091.g018817						
OG0085485															Sacu_v1.1_s0091.g018832						
OG0085486															Sacu_v1.1_s0091.g018840						
OG0085487															Sacu_v1.1_s0091.g018862						
OG0085488															Sacu_v1.1_s0092.g018875						
OG0085489															Sacu_v1.1_s0092.g018879						
OG0085490															Sacu_v1.1_s0092.g018892						
OG0085491															Sacu_v1.1_s0092.g018905						
OG0085492															Sacu_v1.1_s0092.g018910						
OG0085493															Sacu_v1.1_s0092.g018911						
OG0085494															Sacu_v1.1_s0092.g018912						
OG0085495															Sacu_v1.1_s0092.g018915						
OG0085496															Sacu_v1.1_s0092.g018928						
OG0085497															Sacu_v1.1_s0092.g018939						
OG0085498															Sacu_v1.1_s0092.g018946						
OG0085499															Sacu_v1.1_s0092.g018963						
